 Keyword,FileName,Frequency
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt,6
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1987-Reagan.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1988-Reagan.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1989-HWBush.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt,4
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1991-HWBush.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1992-HWBush.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1993-Clinton.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1994-Clinton.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1995-Clinton.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1996-Clinton.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1997-Clinton.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1998-Clinton.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1999-Clinton.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2000-Clinton.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2001-Bush.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2002-Bush.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt,4
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2004-Bush.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2005-Bush.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2006-Bush.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2007-Bush.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2008-Bush.txt,1
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2009-Obama.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2010-Obama.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2011-Obama.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2012-Obama.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2013-Obama.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2014-Obama.txt,3
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2015-Obama.txt,2
 god,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2016-Obama.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1791-Washington.txt,1
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1794-Washington.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1795-Washington.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1796-Washington.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1797-Adams.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1798-Adams.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1799-Adams.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1800-Adams.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1801-Jefferson.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1802-Jefferson.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1803-Jefferson.txt,3
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1804-Jefferson.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1805-Jefferson.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1806-Jefferson.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1807-Jefferson.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1808-Jefferson.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1809-Madison.txt,3
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1810-Madison.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1811-Madison.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1812-Madison.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1813-Madison.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1814-Madison.txt,12
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1815-Madison.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1816-Madison.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1817-Monroe.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1818-Monroe.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1819-Monroe.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1820-Monroe.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1821-Monroe.txt,22
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1822-Monroe.txt,29
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1823-Monroe.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1824-Monroe.txt,34
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1825-Adams.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1826-Adams.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1827-Adams.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1828-Adams.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1829-Jackson.txt,23
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1830-Jackson.txt,50
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1831-Jackson.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1832-Jackson.txt,16
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1833-Jackson.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1834-Jackson.txt,24
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1835-Jackson.txt,23
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1836-Jackson.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1837-Buren.txt,30
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1838-Buren.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1839-Buren.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1840-Buren.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1841-Tyler.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1842-Tyler.txt,36
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1843-Tyler.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1844-Tyler.txt,44
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1845-Polk.txt,54
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1846-Polk.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1847-Polk.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1848-Polk.txt,76
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1849-Taylor.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1850-Fillmore.txt,21
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1851-Fillmore.txt,24
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1852-Fillmore.txt,22
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1853-Pierce.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1854-Pierce.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1855-Pierce.txt,51
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1856-Pierce.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1857-Buchanan.txt,42
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1858-Buchanan.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1859-Buchanan.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1860-Buchanan.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1861-Lincoln.txt,16
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1862-Lincoln.txt,29
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1863-Lincoln.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1864-Lincoln.txt,20
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1865-Johnson.txt,34
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1866-Johnson.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1867-Johnson.txt,37
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1868-Johnson.txt,26
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1869-Grant.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1870-Grant.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1871-Grant.txt,20
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1872-Grant.txt,38
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1873-Grant.txt,21
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1874-Grant.txt,26
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1875-Grant.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1876-Grant.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1877-Hayes.txt,27
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1878-Hayes.txt,12
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1879-Hayes.txt,29
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1880-Hayes.txt,42
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1881-Arthur.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1882-Arthur.txt,24
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1883-Arthur.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1884-Arthur.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1885-Cleveland.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1886-Cleveland.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1887-Cleveland.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1888-Cleveland.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1889-Harrison.txt,36
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1890-Harrison.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1891-Harrison.txt,39
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1892-Harrison.txt,54
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1893-Cleveland.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1894-Cleveland.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1895-Cleveland.txt,27
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1896-Cleveland.txt,27
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1897-McKinley.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1898-McKinley.txt,29
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1899-McKinley.txt,50
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1900-McKinley.txt,37
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1901-Roosevelt.txt,77
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1902-Roosevelt.txt,36
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1903-Roosevelt.txt,36
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1904-Roosevelt.txt,59
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1905-Roosevelt.txt,79
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1906-Roosevelt.txt,65
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1907-Roosevelt.txt,78
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1908-Roosevelt.txt,66
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1909-Taft.txt,49
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1910-Taft.txt,76
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1911-Taft.txt,69
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1912-Taft.txt,79
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1913-Wilson.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1914-Wilson.txt,31
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1915-Wilson.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1916-Wilson.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1917-Wilson.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1918-Wilson.txt,22
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1919-Wilson.txt,16
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1920-Wilson.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1921-Harding.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1922-Harding.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1923-Coolidge.txt,29
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1925-Coolidge.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1926-Coolidge.txt,30
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1927-Coolidge.txt,22
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1928-Coolidge.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1929-Hoover.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1930-Hoover.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1931-Hoover.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1932-Hoover.txt,21
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1934-FDRoosevelt.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1935-FDRoosevelt.txt,16
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1936-FDRoosevelt.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1937-FDRoosevelt.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1938-FDRoosevelt.txt,12
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1939-FDRoosevelt.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1940-FDRoosevelt.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1941-FDRoosevelt.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1942-FDRoosevelt.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1943-FDRoosevelt.txt,27
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1944-FDRoosevelt.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1945-FDRoosevelt.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1946-Truman.txt,54
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1947-Truman.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1948-Truman.txt,26
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1949-Truman.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1950-Truman.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1951-Truman.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1952-Truman.txt,27
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1953-Eisenhower.txt,20
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1953-Truman.txt,35
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1954-Eisenhower.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1955-Eisenhower.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1956-Eisenhower.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1957-Eisenhower.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1958-Eisenhower.txt,12
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1959-Eisenhower.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1960-Eisenhower.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1961-Eisenhower.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1961-Kennedy.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1962-Kennedy.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1963-Kennedy.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1964-LBJohnson.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1965-LBJohnson.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1966-LBJohnson.txt,17
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1967-LBJohnson.txt,28
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1968-LBJohnson.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1969-LBJohnson.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1970-Nixon.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1971-Nixon.txt,32
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1972-Nixon.txt,42
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1973-Nixon.txt,2
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1974-Nixon.txt,38
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1975-Ford.txt,7
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1976-Ford.txt,16
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1977-Ford.txt,12
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1978-Carter.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1979-Carter.txt,25
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1980-Carter.txt,35
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1981-Carter.txt,38
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1981-Reagan.txt,3
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1982-Reagan.txt,3
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1983-Reagan.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt,18
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1985-Reagan.txt,19
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1987-Reagan.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1988-Reagan.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1989-HWBush.txt,13
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1991-HWBush.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1992-HWBush.txt,4
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1993-Clinton.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1994-Clinton.txt,3
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1995-Clinton.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1996-Clinton.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1997-Clinton.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1998-Clinton.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1999-Clinton.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2000-Clinton.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2001-Bush.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2002-Bush.txt,10
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2004-Bush.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2005-Bush.txt,14
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2006-Bush.txt,11
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2007-Bush.txt,15
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2008-Bush.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2009-Obama.txt,5
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2010-Obama.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2011-Obama.txt,8
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2012-Obama.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2013-Obama.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2014-Obama.txt,6
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2015-Obama.txt,9
 great,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2016-Obama.txt,4
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1791-Washington.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1795-Washington.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1803-Jefferson.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1806-Jefferson.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1813-Madison.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1814-Madison.txt,3
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1817-Monroe.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1818-Monroe.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1819-Monroe.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1820-Monroe.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1821-Monroe.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1822-Monroe.txt,3
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1823-Monroe.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1829-Jackson.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1830-Jackson.txt,3
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1831-Jackson.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1834-Jackson.txt,3
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1836-Jackson.txt,4
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1837-Buren.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1838-Buren.txt,2
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1839-Buren.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1841-Tyler.txt,1
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1842-Tyler.txt,4
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1843-Tyler.txt,3
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1844-Tyler.txt,5
 greatest,C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1845-Polk.txt,2
